title	label1	label2	label3
Left Behind (Left Behind, #1)	christian	christian-fiction	fantasy
The One (The Selection, #3)	young-adult	romance	dystopia
The Hunger Games Trilogy Boxset (The Hunger Games, #1-3)	young-adult	fiction	dystopia
Nickel and Dimed: On (Not) Getting By in America	non-fiction	sociology	poverty
Remember Me?	chick-lit	romance	fiction
The Great Hunt (Wheel of Time, #2)	fantasy	fiction	epic-fantasy
Postmortem (Kay Scarpetta, #1)	mystery	crime	fiction
The Complete Stories and Poems	classics	poetry	horror
The Hiding Place: The Triumphant True Story of Corrie Ten Boom	non-fiction	biography	history
The Adventures of Sherlock Holmes	classics	mystery	fiction
The Prince of Tides	southern	contemporary	classics
The Amazing Adventures of Kavalier & Clay	fiction	historical-fiction	literature
Perfect Chemistry (Perfect Chemistry, #1)	romance	young-adult	contemporary
Peter Pan	classics	fantasy	fiction
Pretties (Uglies, #2)	young-adult	dystopia	science-fiction
The Wind-Up Bird Chronicle	fiction	japan	magical-realism
The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)	mystery	fiction	crime
Cloud Atlas	science-fiction	fiction	historical-fiction
The Things They Carried	school	literature	read-for-school
Wall and Piece	art	non-fiction	politics
Pandemonium (Delirium, #2)	science-fiction	fantasy	teen
Darkly Dreaming Dexter (Dexter, #1)	fiction	mystery	crime
Living Dead in Dallas (Sookie Stackhouse, #2)	fantasy	vampires	paranormal
The Dragon Reborn (Wheel of Time, #3)	fantasy	fiction	epic-fantasy
Gulliver's Travels	classics	fiction	fantasy
Much Ado About Nothing	classics	plays	fiction
Beowulf	classics	poetry	fiction
Batman: Year One	batman	fiction	graphic-novels
Go Set a Watchman	fiction	historical-fiction	classics
When You Are Engulfed in Flames	humor	non-fiction	memoir
Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)	fantasy	young-adult	romance
Red Queen (Red Queen, #1)	fantasy	young-adult	fiction
The Power of Habit: Why We Do What We Do in Life and Business	personal-development	science	non-fiction
Midnight in the Garden of Good and Evil	non-fiction	fiction	mystery
Hopeless (Hopeless, #1)	romance	new-adult	young-adult
A Little Princess	classics	fiction	childrens
The Truth About Forever	young-adult	romance	contemporary
The Horse and His Boy (Chronicles of Narnia, #5)	fantasy	classics	fiction
Last Sacrifice (Vampire Academy, #6)	young-adult	vampires	paranormal
Little House on the Prairie (Little House, #2)	classics	childrens	fiction
The Velveteen Rabbit	childrens	classics	fiction
Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values	philosophy	fiction	non-fiction
The War of the Worlds	classics	science-fiction	fiction
Pretty Little Liars (Pretty Little Liars, #1)	young-adult	mystery	contemporary
Corduroy	picture-books	childrens	fiction
The Omnivore's Dilemma: A Natural History of Four Meals	non-fiction	food	science
Life After Life	fiction	historical-fiction	time-travel
The Rescue	romance	fiction	chick-lit
Needful Things	fiction	horror	thriller
Voyager (Outlander, #3)	historical-fiction	romance	fantasy
Hamlet: Screenplay, Introduction And Film Diary	classics	fiction	drama
Cujo	horror	fiction	thriller
The Virgin Suicides	fiction	young-adult	literary-fiction
Dead to the World (Sookie Stackhouse, #4)	fantasy	vampires	paranormal
Tess of the D'Urbervilles	classics	fiction	literature
Madame Bovary	classics	fiction	literature
The Phantom Tollbooth	fantasy	fiction	childrens
The Way of Kings (The Stormlight Archive, #1)	fantasy	fiction	epic-fantasy
Club Dead (Sookie Stackhouse, #3)	fantasy	vampires	paranormal
It's Kind of a Funny Story	young-adult	contemporary	fiction
The Well of Ascension (Mistborn, #2)	fantasy	fiction	epic-fantasy
After You (Me Before You, #2)	fiction	chick-lit	contemporary
The Language of Flowers	fiction	adoption	literary-fiction
Batman: The Dark Knight Returns (The Dark Knight Saga, #1)	graphic-novels	batman	fiction
The Angel Experiment (Maximum Ride, #1)	young-adult	fantasy	science-fiction
High Fidelity	fiction	humor	romance
The Guardian	romance	fiction	chick-lit
Oryx and Crake (MaddAddam, #1)	fiction	science-fiction	dystopia
Men Are from Mars, Women Are from Venus	non-fiction	self-help	psychology
Kitchen Confidential: Adventures in the Culinary Underbelly	non-fiction	food	memoir
Timeline	fiction	science-fiction	thriller
Candide	fiction	philosophy	literature
Tuck Everlasting	fantasy	young-adult	classics
Christine	horror	thriller	supernatural
Are You My Mother?	childrens	picture-books	fiction
The Story of Art	art	non-fiction	history
Scarlet (The Lunar Chronicles, #2)	fantasy	young-adult	teen
Rich Dad, Poor Dad	business	non-fiction	finance
Silence (Hush, Hush, #3)	young-adult	paranormal	romance
The Magicians (The Magicians #1)	fantasy	fiction	magic
Death Note, Vol. 1: Boredom (Death Note, #1)	horror	fiction	mystery
A Great and Terrible Beauty (Gemma Doyle, #1)	fantasy	young-adult	historical
Everything Is Illuminated	fiction	historical-fiction	contemporary
The Bourne Supremacy (Jason Bourne, #2)	fiction	thriller	mystery
Easy (Contours of the Heart, #1)	romance	new-adult	contemporary
David Copperfield	classics	fiction	literature
The Absolutely True Diary of a Part-Time Indian	young-adult	fiction	realistic-fiction
The Master and Margarita	fiction	classics	fantasy
A Wizard of Earthsea (Earthsea Cycle, #1)	fiction	young-adult	classics
Because of Winn-Dixie	fiction	realistic-fiction	childrens
A Separate Peace	classics	young-adult	school
The Rainmaker	fiction	thriller	mystery
Don Quixote	classics	fiction	literature
Assassin's Apprentice (Farseer Trilogy, #1)	fantasy	fiction	epic-fantasy
The Restaurant at the End of the Universe (Hitchhiker's Guide, #2)	science-fiction	fiction	humor
Torment (Fallen, #2)	young-adult	angels	fantasy
The Tale of Peter Rabbit	childrens	classics	picture-books
The Silver Chair (Chronicles of Narnia, #4)	fantasy	fiction	classics
The Hero of Ages (Mistborn, #3)	fantasy	fiction	epic-fantasy
Girl, Interrupted	memoir	psychology	fiction
Are You There, Vodka? It's Me, Chelsea	humor	non-fiction	memoir
Jonathan Livingston Seagull	philosophy	fantasy	spirituality
City of Heavenly Fire (The Mortal Instruments, #6)	fantasy	young-adult	paranormal
Love You Forever	childrens	picture-books	fiction
Cell	horror	fiction	zombies
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics	non-fiction	history	sports
The Silmarillion (Middle-Earth Universe)	fiction	classics	high-fantasy
The Drawing of the Three (The Dark Tower, #2)	fantasy	fiction	horror
The Forgotten Garden	fiction	historical-fiction	historical
The Trial	classics	fiction	literature
This Lullaby	young-adult	romance	contemporary
Plain Truth	fiction	mystery	young-adult
Orange Is the New Black	non-fiction	memoir	biography
The Hound of the Baskervilles	classics	mystery	fiction
Thinking, Fast and Slow	psychology	non-fiction	science
The Mists of Avalon (Avalon, #1)	fantasy	fiction	historical-fiction
Are You There God? It's Me, Margaret	young-adult	fiction	childrens
Nights in Rodanthe	romance	fiction	chick-lit
Mr. Mercedes (Bill Hodges Trilogy, #1)	fiction	thriller	mystery
All Together Dead (Sookie Stackhouse, #7)	vampires	fantasy	paranormal
Midwives	fiction	contemporary	adult-fiction
The Polar Express	picture-books	childrens	christmas
The True Story of the 3 Little Pigs	picture-books	childrens	humor
Patriot Games (Jack Ryan Universe, #2)	fiction	thriller	suspense
Veronika Decides to Die	novels	psychology	romance
Lean In: Women, Work, and the Will to Lead	non-fiction	business	feminism
Dead as a Doornail (Sookie Stackhouse, #5)	fantasy	vampires	paranormal
Shatter Me (Shatter Me, #1)	young-adult	dystopia	romance
Starship Troopers	science-fiction	fiction	classics
I've Got Your Number	contemporary-romance	funny	adult-fiction
Sophie's World	school	philosophy	roman
The Twilight Saga Breaking Dawn Part 1: The Official Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #4)	fantasy	young-adult	vampires
The Martian Chronicles	science-fiction	fiction	classics
A Visit from the Goon Squad	fiction	contemporary	music
Heidi	classics	childrens	fiction
Prey	science-fiction	thriller	horror
The Last Battle (Chronicles of Narnia, #7)	fiction	classics	young-adult
World Without End (The Kingsbridge Series, #2)	historical-fiction	fiction	historical
Chosen (House of Night, #3)	young-adult	vampires	fantasy
Slammed (Slammed, #1)	contemporary-romance	chick-lit	fiction
Beastly (Beastly, #1; Kendra Chronicles, #1)	young-adult	fantasy	romance
The Canterbury Tales	poetry	school	short-stories
Baby Proof	chick-lit	romance	fiction
Inheritance (The Inheritance Cycle, #4)	fantasy	young-adult	dragons
1Q84	fiction	fantasy	japan
Uncle Tom's Cabin	classics	fiction	historical-fiction
The Phantom of the Opera	classics	fiction	horror
Definitely Dead (Sookie Stackhouse, #6)	vampires	fantasy	paranormal
Blindness	fiction	dystopia	science-fiction
Freedom	fiction	contemporary	novels
Crossed (Matched, #2)	young-adult	dystopia	romance
I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)	young-adult	romance	mystery
The White Tiger	fiction	india	contemporary
The Corrections	fiction	contemporary	novels
Dreams from My Father: A Story of Race and Inheritance	biography	politics	history
Congo	fiction	science-fiction	thriller
Alexander and the Terrible, Horrible, No Good, Very Bad Day	picture-books	childrens	fiction
Interpreter of Maladies	fiction	short-stories	india
A People's History of the United States	history	non-fiction	politics
Breakfast at Tiffany's	classics	fiction	short-stories
The Passage (The Passage, #1)	horror	science-fiction	fiction
Anansi Boys	fantasy	fiction	urban-fantasy
Along for the Ride	young-adult	romance	contemporary
Everything I Never Told You	fiction	young-adult	realistic-fiction
The House of the Spirits	fiction	magical-realism	historical-fiction
The Dead Zone	thriller	horror	fantasy
The Mysterious Affair at Styles (Hercule Poirot, #1)	mystery	fiction	classics
Murder on the Orient Express (Hercule Poirot, #10)	mystery	classics	fiction
Americanah	fiction	africa	contemporary
Suzanne's Diary for Nicholas	romance	fiction	chick-lit
Firestarter	horror	fiction	thriller
Entwined with You (Crossfire, #3)	romance	adult-fiction	love
Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen	non-fiction	sports	health
The Storied Life of A.J. Fikry	fiction	contemporary	books-about-books
Madeline	childrens	picture-books	classics
Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century	personal-development	finance	self-help
Little House in the Big Woods (Little House, #1)	classics	historical-fiction	childrens
Jonathan Strange & Mr Norrell	fantasy	fiction	historical-fiction
A Bend in the Road	romance	fiction	chick-lit
The House of Hades (The Heroes of Olympus, #4)	fantasy	young-adult	mythology
Gone (Gone, #1)	young-adult	dystopia	science-fiction
The Wedding (The Notebook, #2)	romance	fiction	chick-lit
1776	history	non-fiction	american-history
Under the Banner of Heaven: A Story of Violent Faith	non-fiction	religion	history
Beautiful Ruins	fiction	historical-fiction	italy
The Audacity of Hope: Thoughts on Reclaiming the American Dream	non-fiction	politics	biography
On Writing: A Memoir of the Craft	non-fiction	writing	memoir
Firefly Lane (Firefly Lane, #1)	fiction	chick-lit	romance
Sphere	science-fiction	fiction	thriller
Love the One You're With	chick-lit	fiction	romance
The Silkworm (Cormoran Strike, #2)	mystery	fiction	crime
The Vampire Lestat (The Vampire Chronicles, #2)	horror	fantasy	vampires
State of Wonder	fiction	contemporary	adult-fiction
The Silver Linings Playbook	fiction	contemporary	romance
Twenty Thousand Leagues Under the Sea	classics	science-fiction	fiction
The Constant Princess (The Plantagenet and Tudor Novels, #6)	historical-fiction	historical	fiction
Mrs. Dalloway	classics	fiction	literature
The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared	fiction	humor	contemporary
Bag of Bones	horror	fiction	thriller
The Cider House Rules	fiction	historical-fiction	classics
Thinner	horror	fiction	thriller
Around the World in Eighty Days	classics	fiction	adventure
Walk Two Moons	young-adult	fiction	realistic-fiction
Eleven Minutes	fiction	romance	novels
Nine Stories	20th-century	literary-fiction	adult-fiction
Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living	non-fiction	memoir	food
Unwind (Unwind, #1)	young-adult	dystopia	science-fiction
Drums of Autumn (Outlander, #4)	historical-fiction	romance	fantasy
Prodigy (Legend, #2)	young-adult	dystopia	romance
King Lear	classics	plays	drama
Death of a Salesman	plays	classics	fiction
The Choice	romance	fiction	chick-lit
The Hunger Games: Official Illustrated Movie Companion	non-fiction	young-adult	fantasy
The Sound and the Fury	fiction	literature	american
A New Earth: Awakening to Your Life's Purpose	spirituality	non-fiction	self-help
Bleach, Volume 01	manga	fantasy	graphic-novels
Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened	humor	non-fiction	graphic-novels
The Shadow Rising (Wheel of Time, #4)	fantasy	fiction	epic-fantasy
Shantaram	fiction	india	travel
From Dead to Worse (Sookie Stackhouse, #8)	vampires	fantasy	paranormal
The Waste Lands (The Dark Tower, #3)	fantasy	fiction	horror
The Bone Collector (Lincoln Rhyme, #1)	mystery	thriller	crime
The Reader	fiction	historical-fiction	holocaust
Brown Bear, Brown Bear, What Do You See?	picture-books	childrens	animals
Hyperion (Hyperion Cantos, #1)	fiction	fantasy	space-opera
The Pearl	classics	fiction	literature
The Exorcist	horror	fiction	classics
The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)	young-adult	fantasy	vampires
Snow Falling on Cedars	fiction	historical-fiction	mystery
Roots: The Saga of an American Family	historical-fiction	fiction	classics
Batman: The Killing Joke	comics	graphic-novels	batman
Invisible Man	classics	fiction	literature
A Long Way Gone: Memoirs of a Boy Soldier	non-fiction	memoir	africa
Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)	fantasy	childrens	fiction
Different Seasons	horror	fiction	short-stories
The Little House Collection (Little House, #1-9)	classics	childrens	historical-fiction
The Girls' Guide to Hunting and Fishing	chick-lit	fiction	short-stories
Wool Omnibus (Silo, #1)	dystopia	post-apocalyptic	science-fiction
Lamb: The Gospel According to Biff, Christ's Childhood Pal	humor	fiction	historical-fiction
The Power of Now: A Guide to Spiritual Enlightenment	spirituality	non-fiction	self-help
Let's Pretend This Never Happened: A Mostly True Memoir	non-fiction	humor	memoir
The Lies of Locke Lamora (Gentleman Bastard, #1)	fantasy	adventure	fiction
Sabriel (Abhorsen,  #1)	young-adult	magic	adventure
Dead and Gone (Sookie Stackhouse, #9)	vampires	fantasy	paranormal
The Storyteller	fiction	historical-fiction	holocaust
Obsidian (Lux, #1)	young-adult	paranormal	romance
Life, the Universe and Everything (Hitchhiker's Guide, #3)	science-fiction	fiction	humor
Crown of Midnight (Throne of Glass, #2)	romance	fantasy	young-adult
Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life	graphic-novels	comics	fiction
Half Broke Horses	fiction	memoir	non-fiction
Mort (Death, #1; Discworld, #4)	fantasy	fiction	humor
